name,permalink,gender,feedGender,images,feedProductId,brandName,feedBrandName,categoryName,feedCategoryName,modelingName,available,sizeType,feedSizes,ageGroup,feedAgeGroup,strongBrandName,strongCategoryType,strongCategoryName,strongSubcategoryName,strongModelName,strongModelingName,weightStyle,sizeSystem,useStrongModeling,barcodes,availableSizes
conjunto cotton stripe,https://www.tufiduek.com.br/282381,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/23/282381_conjunto-cotton-stripe-2224800342_z1_639083484601777521.webp,282381,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido midi scarlet drape,https://www.tufiduek.com.br/277948,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/79/277948_vestido-midi-scarlet-drape-444805161_z1_639083501359045613.webp,277948,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
conjunto alfaiataria colete e calca,https://www.tufiduek.com.br/279907,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/99/279907_conjunto-alfaiataria-colete-e-calca-2224800333_z1_639083492013425035.webp,279907,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G|GG,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G|GG
top cropped em linho,https://www.tufiduek.com.br/286569,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/65/286569_top-cropped-em-linho-464800282_z1_639083471162414237.webp,286569,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
calca jeans reta,https://www.tufiduek.com.br/286987,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/69/286987_calca-jeans-reta-24801765_z1_639083467242530261.webp,286987,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,34|36|38|40|42|44|46,adult,adult,,clothes,,,,,0.0,BR,FALSE,,34|36|38|40|42|44|46
macacao utilitario rhea,https://www.tufiduek.com.br/290711,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/07/290711_macacao-utilitario-rhea-544800396_z1_639083453212808574.webp,290711,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
conjunto blusa e calca em renda,https://www.tufiduek.com.br/290745,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/07/290745_conjunto-blusa-e-calca-em-renda-2224800402_z1_639083455230812493.webp,290745,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
calca curve em denim,https://www.tufiduek.com.br/290583,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/05/290583_calca-curve-em-denim-24801786_z1_639083447750592772.webp,290583,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,36|38|40|42,adult,adult,,clothes,,,,,0.0,BR,FALSE,,36|38|40|42
bermuda alfaiataria urban,https://www.tufiduek.com.br/290578,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/05/290578_bermuda-alfaiataria-urban-24801773_z1_639083447590138261.webp,290578,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
camisa cropped laco,https://www.tufiduek.com.br/290613,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/06/290613_camisa-cropped-laco-304800737_z1_639083448700486342.webp,290613,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
camisa alfaiataria utilitaria,https://www.tufiduek.com.br/290618,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/06/290618_camisa-alfaiataria-utilitaria-304800738_z1_639083448856064189.webp,290618,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
